celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_judge_count,week1_percent_score,week1_judge_rank,week2_total_score,week2_judge_count,week2_percent_score,week2_judge_rank,week3_total_score,week3_judge_count,week3_percent_score,week3_judge_rank,week4_total_score,week4_judge_count,week4_percent_score,week4_judge_rank,week5_total_score,week5_judge_count,week5_percent_score,week5_judge_rank,week6_total_score,week6_judge_count,week6_percent_score,week6_judge_rank,week7_total_score,week7_judge_count,week7_percent_score,week7_judge_rank,week8_total_score,week8_judge_count,week8_percent_score,week8_judge_rank,week9_total_score,week9_judge_count,week9_percent_score,week9_judge_rank,week10_total_score,week10_judge_count,week10_percent_score,week10_judge_rank,week11_total_score,week11_judge_count,week11_percent_score,week11_judge_rank,avg_weekly_score,score_std_dev,avg_judge_rank,partner_avg_placement,industry_prevalence,total_fan_saves_bottom1,total_fan_saves_bottom2,total_fan_saves_bottom3
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,0.6333333333333333,5.0,23.0,3,0.7666666666666667,1.0,20.0,3,0.6666666666666666,8.0,23.0,3,0.7666666666666667,4.0,26.0,3,0.8666666666666667,2.0,28.0,3,0.9333333333333333,1.0,30.0,4,0.75,5.0,26.0,3,0.8666666666666667,4.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,24.375,3.814914340921881,3.75,7.285714285714286,61,1,1,2
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,3,0.4666666666666667,10.0,17.0,3,0.5666666666666667,9.0,15.0,3,0.5,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,15.333333333333334,1.5275252316519468,9.666666666666666,7.666666666666667,67,1,2,2
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,0.6,7.0,19.0,3,0.6333333333333333,6.0,23.0,3,0.7666666666666667,3.0,18.0,3,0.6,9.0,22.0,3,0.7333333333333333,6.0,25.0,3,0.8333333333333334,5.0,30.5,4,0.7625,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.214285714285715,4.52637771712605,5.714285714285714,7.0,67,2,2,3
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,0.5,11.0,21.0,3,0.7,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,18.0,4.242640687119285,7.5,5.2631578947368425,128,0,1,1
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,0.6,6.0,18.0,3,0.6,9.0,24.0,3,0.8,4.0,23.0,3,0.7666666666666667,5.0,25.0,3,0.8333333333333334,2.0,23.0,3,0.7666666666666667,4.0,23.5,3,0.7833333333333333,5.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.071428571428573,2.8639799148005474,5.0,6.285714285714286,128,0,0,1
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,20.0,3,0.6666666666666666,4.0,23.0,3,0.7666666666666667,1.0,27.0,3,0.9,1.0,29.0,3,0.9666666666666667,1.0,24.0,3,0.8,4.0,29.0,3,0.9666666666666667,1.0,26.5,3,0.8833333333333333,1.0,26.0,3,0.8666666666666667,2.0,33.4999,3,1.1166633333333331,1.0,27.999899999999997,3,0.9333299999999999,3.0,,0,,,26.59998,3.7252641966860693,1.9,2.9411764705882355,128,0,0,0
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,22.0,3,0.7333333333333333,1.0,22.0,3,0.7333333333333333,2.0,26.0,3,0.8666666666666667,2.0,26.0,3,0.8666666666666667,2.0,28.0,3,0.9333333333333333,1.0,29.0,3,0.9666666666666667,1.0,24.0,3,0.8,4.0,30.0,3,1.0,1.0,28.0,3,0.9333333333333333,3.0,28.1665,3,0.9388833333333333,2.0,,0,,,26.31665,2.8419682151831167,1.9,6.722222222222222,128,0,1,2
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,3,0.4666666666666667,12.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,14.0,,12.0,7.4,95,0,0,0
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,21.0,3,0.7,3.0,19.0,3,0.6333333333333333,8.0,24.0,3,0.8,4.0,24.0,3,0.8,3.0,24.0,3,0.8,4.0,20.0,3,0.6666666666666666,6.0,25.0,3,0.8333333333333334,3.0,26.0,3,0.8666666666666667,2.0,24.4998,3,0.81666,4.0,0.0,3,0.0,,,0,,,23.055533333333333,2.4295484271773633,4.111111111111111,6.0,95,0,1,1
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,0.7333333333333333,1.0,21.0,3,0.7,4.0,26.0,3,0.8666666666666667,2.0,21.0,3,0.7,6.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.5,2.3804761428476167,3.25,7.666666666666667,61,0,0,0
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,0.6333333333333333,5.0,22.0,3,0.7333333333333333,2.0,24.0,3,0.8,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,21.666666666666668,2.5166114784235836,3.6666666666666665,5.190476190476191,67,0,0,0
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,0.5666666666666667,7.0,18.0,3,0.6,9.0,23.0,3,0.7666666666666667,8.0,20.0,3,0.6666666666666666,9.0,19.0,3,0.6333333333333333,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,19.4,2.302172886644268,8.2,8.181818181818182,67,1,1,3
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,0.5666666666666667,7.0,17.0,3,0.5666666666666667,11.0,18.0,3,0.6,10.0,21.0,3,0.7,6.0,21.0,3,0.7,7.0,19.0,3,0.6333333333333333,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,18.833333333333332,1.8348478592697182,8.0,6.166666666666667,67,2,3,3
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,0.5333333333333333,9.0,21.0,3,0.7,4.0,21.0,3,0.7,9.0,21.0,3,0.7,6.0,22.0,3,0.7333333333333333,6.0,24.0,3,0.8,3.0,22.0,3,0.7333333333333333,6.0,22.0,3,0.7333333333333333,5.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,21.125,2.295181287579947,6.0,9.6,67,1,2,3
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,16.0,3,0.5333333333333333,9.0,21.0,3,0.7,4.0,24.0,3,0.8,4.0,24.0,3,0.8,3.0,25.0,3,0.8333333333333334,2.0,22.0,3,0.7333333333333333,5.0,25.5,3,0.85,2.0,25.5,3,0.85,4.0,32.4998,3,1.0833266666666668,2.0,28.333199999999998,3,0.94444,1.0,,0,,,24.3833,4.372312296714405,3.6,5.8,67,0,1,3
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,24.0,3,0.8,3.0,25.0,3,0.8333333333333334,3.0,28.0,3,0.9333333333333333,2.0,22.0,3,0.7333333333333333,6.0,29.0,3,0.9666666666666667,1.0,36.0,3,1.2,3.0,26.5,3,0.8833333333333333,3.0,28.5,3,0.95,1.0,29.0,3,0.9666666666666667,2.0,29.666600000000003,3,0.9888866666666668,2.0,,0,,,27.76666,3.825834404327157,2.6,5.8,128,0,0,1
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,0.7666666666666667,4.0,21.0,3,0.7,8.0,24.0,3,0.8,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.666666666666668,1.5275252316519465,6.333333333333333,8.181818181818182,128,0,0,0
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,0.7666666666666667,4.0,23.0,3,0.7666666666666667,6.0,24.0,3,0.8,7.0,21.0,3,0.7,9.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.75,1.2583057392117916,6.5,5.2631578947368425,128,1,1,1
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.0,3,0.8666666666666667,1.0,22.0,3,0.7333333333333333,7.0,25.0,3,0.8333333333333334,5.0,22.0,3,0.7333333333333333,6.0,24.0,3,0.8,6.0,36.9998,3,1.2333266666666667,2.0,25.5,3,0.85,6.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,25.928542857142855,5.135008230716267,4.714285714285714,6.285714285714286,128,0,0,1
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,0.7666666666666667,4.0,26.0,3,0.8666666666666667,1.0,25.0,3,0.8333333333333334,5.0,26.0,3,0.8666666666666667,2.0,26.0,3,0.8666666666666667,5.0,27.9998,3,0.9333266666666666,7.0,26.0,3,0.8666666666666667,5.0,28.0,3,0.9333333333333333,2.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,25.999975,1.6035318178053988,3.875,7.285714285714286,128,0,1,3
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,0.6666666666666666,10.0,20.0,3,0.6666666666666666,10.0,24.0,3,0.8,7.0,22.0,3,0.7333333333333333,6.0,21.0,3,0.7,8.0,30.0,3,1.0,5.0,23.5,3,0.7833333333333333,7.0,25.5,3,0.85,6.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,23.25,3.359421718944242,7.375,6.0,128,3,4,5
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,0.6666666666666666,10.0,17.0,3,0.5666666666666667,12.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,18.5,2.1213203435596424,11.0,7.666666666666667,95,1,1,1
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,3,0.7,8.0,24.0,3,0.8,5.0,26.0,3,0.8666666666666667,4.0,27.0,3,0.9,1.0,27.0,3,0.9,3.0,33.9999,3,1.13333,4.0,26.5,3,0.8833333333333333,3.0,27.5,3,0.9166666666666666,3.0,28.5,3,0.95,3.0,29.666600000000003,3,0.9888866666666668,2.0,,0,,,27.11665,3.411146489329748,3.6,7.4,95,0,1,2
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,0.6666666666666666,10.0,21.0,3,0.7,8.0,24.0,3,0.8,7.0,23.0,3,0.7666666666666667,5.0,19.0,3,0.6333333333333333,9.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,21.4,2.073644135332772,7.8,6.722222222222222,61,2,2,2
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,0.7666666666666667,4.0,19.0,3,0.6333333333333333,11.0,24.0,3,0.8,7.0,20.0,3,0.6666666666666666,10.0,22.0,3,0.7333333333333333,7.0,24.0,3,0.8,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,22.0,2.0976176963403033,7.833333333333333,9.6,61,2,3,4
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,26.0,3,0.8666666666666667,1.0,26.0,3,0.8666666666666667,1.0,29.0,3,0.9666666666666667,1.0,24.0,3,0.8,4.0,29.0,3,0.9666666666666667,1.0,38.9999,3,1.2999966666666665,1.0,27.0,3,0.9,2.0,27.5,3,0.9166666666666666,3.0,28.0,3,0.9333333333333333,4.0,30.0,3,1.0,1.0,,0,,,28.54999,4.071894317677379,1.9,5.190476190476191,61,1,1,1
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,8.0,25.0,3,0.8333333333333334,3.0,27.0,3,0.9,3.0,26.0,3,0.8666666666666667,2.0,27.0,3,0.9,3.0,29.999899999999997,3,0.9999966666666665,6.0,28.5,3,0.95,1.0,26.5,3,0.8833333333333333,5.0,29.5,3,0.9833333333333333,1.0,0.0,3,0.0,,,0,,,26.72221111111111,2.693856436618534,3.5555555555555554,2.9411764705882355,67,0,1,3
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,0.8,2.0,25.5,3,0.85,2.0,25.5,3,0.85,4.0,39.5,4,0.9875,1.0,28.25,3,0.9416666666666667,2.0,27.5,3,0.9166666666666666,5.0,33.4998,3,1.11666,5.0,29.2777,3,0.9759233333333334,2.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,29.1284375,5.109596682416752,2.875,7.4,128,0,0,1
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.5,3,0.75,3.0,26.0,3,0.8666666666666667,1.0,25.5,3,0.85,4.0,35.5,4,0.8875,6.0,29.25,3,0.975,1.0,30.0,3,1.0,1.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,28.125,4.521476528745892,2.6666666666666665,7.0,128,0,0,0
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,0.6333333333333333,12.0,21.0,3,0.7,11.0,24.0,3,0.8,9.0,30.0,4,0.75,9.0,26.25,3,0.875,7.0,27.5,3,0.9166666666666666,5.0,27.999899999999997,3,0.9333299999999999,7.0,25.5,3,0.85,7.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,25.1562375,3.6813549283372353,8.375,6.0,128,2,5,6
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,21.5,3,0.7166666666666667,6.0,22.0,3,0.7333333333333333,10.0,27.0,3,0.9,1.0,37.5,4,0.9375,3.0,25.75,3,0.8583333333333333,8.0,27.0,3,0.9,7.0,36.0,3,1.2,3.0,28.3333,3,0.9444433333333334,5.0,27.110999999999997,3,0.9037,4.0,29.1109,3,0.9703633333333334,2.0,,0,,,28.13052,5.180386665062325,4.9,5.2631578947368425,128,1,3,5
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,22.0,3,0.7333333333333333,4.0,24.5,3,0.8166666666666667,4.0,25.5,3,0.85,4.0,34.5,4,0.8625,7.0,28.25,3,0.9416666666666667,2.0,30.0,3,1.0,1.0,33.0,3,1.1,6.0,29.2777,3,0.9759233333333334,2.0,28.611,3,0.9537,3.0,0.0,3,0.0,,,0,,,28.404299999999996,3.974091277889827,3.6666666666666665,6.722222222222222,95,0,1,2
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,24.5,3,0.8166666666666667,1.0,22.5,3,0.75,7.0,25.0,3,0.8333333333333334,8.0,36.0,4,0.9,5.0,28.0,3,0.9333333333333333,6.0,26.5,3,0.8833333333333333,8.0,34.4999,3,1.1499966666666666,4.0,29.0554,3,0.9685133333333333,4.0,27.0,3,0.9,5.0,0.0,3,0.0,,,0,,,28.117255555555555,4.4998448498562444,5.333333333333333,5.8,95,1,1,2
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,22.0,3,0.7333333333333333,4.0,25.0,3,0.8333333333333334,3.0,26.5,3,0.8833333333333333,3.0,39.5,4,0.9875,1.0,28.25,3,0.9416666666666667,2.0,28.0,3,0.9333333333333333,4.0,37.9998,3,1.2666600000000001,2.0,27.8333,3,0.9277766666666667,6.0,29.5,3,0.9833333333333333,1.0,28.944300000000002,3,0.9648100000000001,3.0,,0,,,29.35274,5.420423685203133,2.9,2.9411764705882355,95,0,1,1
